"numid","plant.genus","plant.species","plant.spp","frug.taxon","family","frug.genus","frug.species","frug.spp","lat_region","mainisland","old_new_world","year","country","plant.invasive","frug.invasive","plant.iucn.category","frug.iucn.category","feedtrial","germtrial","planting.location","germ.effect","rate.effect","compare.against","fleshy","gut.portion","n.gut","control.portion","n.control","maybe.regurg","ai","bi","ci","di","citation","yi","vi"
"182","Santalum","acuminatum","Santalum acuminatum","bird","unknown","Dromaius","novaehollandiae","Dromaius novaehollandiae","subtropical","mainland","old world",2013,"Australia","Not in GISD","Not in GISD",NA,"LC","no","yes","petri dish (or similar)","no",NA,"mechanically cleaned","yes",0.82,20,0.72,20,NA,16,4,14,6,"Dunstan (2013) Dietary characteristics of Emus (Dromaius novaehollandiae) in semi-arid New South Wales, Australia, and dispersal and germination of ingested seeds. EMU. 168-176.",0.538996500732687,0.550595238095238
"182","Eremophila","longifolia","Eremophila longifolia","bird","Scrophulariaceae","Dromaius","novaehollandiae","Dromaius novaehollandiae","subtropical","mainland","old world",2013,"Australia","Not in GISD","Not in GISD",NA,"LC","no","yes","petri dish (or similar)","pos",NA,"mechanically cleaned","yes",0.3,150,0.15,150,NA,45,105,22,128,"Dunstan (2013) Dietary characteristics of Emus (Dromaius novaehollandiae) in semi-arid New South Wales, Australia, and dispersal and germination of ingested seeds. EMU. 168-176.",0.913689950174098,0.0850130772005772
"182","Eremophila","glabra","Eremophila glabra","bird","unknown","Dromaius","novaehollandiae","Dromaius novaehollandiae","subtropical","mainland","old world",2013,"Australia","Not in GISD","Not in GISD",NA,"LC","no","yes","petri dish (or similar)","no",NA,"mechanically cleaned","yes",0.65,300,0.68,300,NA,195,105,204,96,"Dunstan (2013) Dietary characteristics of Emus (Dromaius novaehollandiae) in semi-arid New South Wales, Australia, and dispersal and germination of ingested seeds. EMU. 168-176.",-0.134732593970157,0.029970642102995
"182","Nitraria","billardierei","Nitraria billardierei","bird","Nitrariaceae","Dromaius","novaehollandiae","Dromaius novaehollandiae","subtropical","mainland","old world",2013,"Australia","Not in GISD","Not in GISD",NA,"LC","no","yes","petri dish (or similar)","no",NA,"mechanically cleaned","yes",0.47,150,0.36,150,NA,70,80,54,96,"Dunstan (2013) Dietary characteristics of Emus (Dromaius novaehollandiae) in semi-arid New South Wales, Australia, and dispersal and germination of ingested seeds. EMU. 168-176.",0.441832752279039,0.0557208994708995
"184","Celastrus","orbiculatus","Celastrus orbiculatus","bird","Celastraceae","Sturnus","vulgaris","Sturnus vulgaris","temperate","mainland","new world",2009,"United States","Invasive","Invasive",NA,"LC","yes","yes","greenhouse/nursery soil","pos","pos","whole fruit","yes",0.62,400,0.44,100,NA,248,152,44,56,"LaFleur, N. (2009) Does frugivory by European starlings (Sturnus vulgaris) facilitate germination in invasive plants?1. The Journal of the Torrey Botanical Society.",0.730710282135594,0.0511956210173528
"184","Celastrus","orbiculatus","Celastrus orbiculatus","bird","Celastraceae","Sturnus","vulgaris","Sturnus vulgaris","temperate","mainland","new world",2009,"United States","Invasive","Invasive",NA,"LC","yes","yes","greenhouse/nursery soil","neg","no","mechanically cleaned","yes",0.62,400,0.82,400,NA,248,152,328,72,"LaFleur, N. (2009) Does frugivory by European starlings (Sturnus vulgaris) facilitate germination in invasive plants?1. The Journal of the Torrey Botanical Society.",-1.02679926404938,0.0275488748096309
"185","Clidemia","urceolata","Clidemia urceolata","non-flying mammal other than primate","unknown","Caluromys","philander","Caluromys philander","tropical","mainland","new world",2013,"Brazil","Not in GISD","Not in GISD",NA,"LC","no","yes","petri dish (or similar)","pos","no","mechanically cleaned","yes",0.692,220,0.371,800,NA,152,68,297,503,"Lessa, L (2013) Effects of gut passage on the germination of seeds ingested by didelphid marsupials in a neotropical savanna. Acta Botanica Brasicila. 519-525.",1.33123084696721,0.0266399046589421
"185","Miconia","holosericea","Miconia holosericea","non-flying mammal other than primate","unknown","Caluromys","philander","Caluromys philander","tropical","mainland","new world",2013,"Brazil","Not in GISD","Not in GISD",NA,"LC","no","yes","petri dish (or similar)","no","no","mechanically cleaned","yes",0.423,130,0.331,500,NA,55,75,166,334,"Lessa, L (2013) Effects of gut passage on the germination of seeds ingested by didelphid marsupials in a neotropical savanna. Acta Botanica Brasicila. 519-525.",0.388998276316318,0.0405332598767416
"185","Myrcia","sp","Myrcia sp","non-flying mammal other than primate","unknown","Caluromys","philander","Caluromys philander","tropical","mainland","new world",2013,"Brazil","Not in GISD","Not in GISD",NA,"LC","no","yes","petri dish (or similar)","pos","no","mechanically cleaned","yes",0.654,37,0.412,168,NA,24,13,69,99,"Lessa, L (2013) Effects of gut passage on the germination of seeds ingested by didelphid marsupials in a neotropical savanna. Acta Botanica Brasicila. 519-525.",0.97411781842374,0.143183507313942
"185","Psidium","sp","Psidium sp","non-flying mammal other than primate","unknown","Caluromys","philander","Caluromys philander","tropical","mainland","new world",2013,"Brazil","Not in GISD","Not in GISD",NA,"LC","no","yes","petri dish (or similar)","neg","no","mechanically cleaned","yes",0.389,22,0.712,331,NA,9,13,236,95,"Lessa, L (2013) Effects of gut passage on the germination of seeds ingested by didelphid marsupials in a neotropical savanna. Acta Botanica Brasicila. 519-525.",-1.27767969355039,0.202797791959255
"185","Cordiera","sessilis","Cordiera sessilis","non-flying mammal other than primate","unknown","Caluromys","philander","Caluromys philander","tropical","mainland","new world",2013,"Brazil","Not in GISD","Not in GISD",NA,"LC","no","yes","petri dish (or similar)","neg","no","mechanically cleaned","yes",0.478,17,0.683,121,NA,8,9,83,38,"Lessa, L (2013) Effects of gut passage on the germination of seeds ingested by didelphid marsupials in a neotropical savanna. Acta Botanica Brasicila. 519-525.",-0.899037483726596,0.27447509335588
"185","Psychotria","capitata","Psychotria capitata","non-flying mammal other than primate","unknown","Caluromys","philander","Caluromys philander","tropical","mainland","new world",2013,"Brazil","Not in GISD","Not in GISD",NA,"LC","no","yes","petri dish (or similar)","no","no","mechanically cleaned","yes",0.425,154,0.401,127,NA,65,89,51,76,"Lessa, L (2013) Effects of gut passage on the germination of seeds ingested by didelphid marsupials in a neotropical savanna. Acta Botanica Brasicila. 519-525.",0.0846586077255025,0.0593863083148922
"185","Clidemia","urceolata","Clidemia urceolata","non-flying mammal other than primate","unknown","Didelphis","albiventris","Didelphis albiventris","tropical","mainland","new world",2013,"Brazil","Not in GISD","Not in GISD",NA,"LC","no","yes","petri dish (or similar)","no","no","mechanically cleaned","yes",0.44,220,0.371,800,NA,97,123,297,503,"Lessa, L (2013) Effects of gut passage on the germination of seeds ingested by didelphid marsupials in a neotropical savanna. Acta Botanica Brasicila. 519-525.",0.289384654428005,0.0237944345889084
"185","Miconia","holosericea","Miconia holosericea","non-flying mammal other than primate","unknown","Didelphis","albiventris","Didelphis albiventris","tropical","mainland","new world",2013,"Brazil","Not in GISD","Not in GISD",NA,"LC","no","yes","petri dish (or similar)","no","no","mechanically cleaned","yes",0.392,350,0.331,500,NA,137,213,166,334,"Lessa, L (2013) Effects of gut passage on the germination of seeds ingested by didelphid marsupials in a neotropical savanna. Acta Botanica Brasicila. 519-525.",0.257841964738857,0.0210122141153339
"185","Myrcia","sp","Myrcia sp","non-flying mammal other than primate","unknown","Didelphis","albiventris","Didelphis albiventris","tropical","mainland","new world",2013,"Brazil","Not in GISD","Not in GISD",NA,"LC","no","yes","petri dish (or similar)","pos","no","mechanically cleaned","yes",0.631,30,0.412,168,NA,19,11,69,99,"Lessa, L (2013) Effects of gut passage on the germination of seeds ingested by didelphid marsupials in a neotropical savanna. Acta Botanica Brasicila. 519-525.",0.9075570519054,0.168134433580658
"185","Cordiera","sessilis","Cordiera sessilis","non-flying mammal other than primate","unknown","Didelphis","albiventris","Didelphis albiventris","tropical","mainland","new world",2013,"Brazil","Not in GISD","Not in GISD",NA,"LC","no","yes","petri dish (or similar)","neg","no","mechanically cleaned","yes",0.444,27,0.683,121,NA,12,15,83,38,"Lessa, L (2013) Effects of gut passage on the germination of seeds ingested by didelphid marsupials in a neotropical savanna. Acta Botanica Brasicila. 519-525.",-1.00439799938442,0.188363982244769
"185","Psychotria","hoffmannseggiana","Psychotria hoffmannseggiana","non-flying mammal other than primate","unknown","Didelphis","albiventris","Didelphis albiventris","tropical","mainland","new world",2013,"Brazil","Not in GISD","Not in GISD",NA,"LC","no","yes","petri dish (or similar)","neg",NA,"mechanically cleaned","yes",0.235,34,0.776,300,NA,8,26,233,67,"Lessa, L (2013) Effects of gut passage on the germination of seeds ingested by didelphid marsupials in a neotropical savanna. Acta Botanica Brasicila. 519-525.",-2.42500083051638,0.182678757089429
"185","Psychotria","capitata","Psychotria capitata","non-flying mammal other than primate","unknown","Didelphis","albiventris","Didelphis albiventris","tropical","mainland","new world",2013,"Brazil","Not in GISD","Not in GISD",NA,"LC","no","yes","petri dish (or similar)","no","no","mechanically cleaned","yes",0.393,291,0.401,127,NA,114,177,51,76,"Lessa, L (2013) Effects of gut passage on the germination of seeds ingested by didelphid marsupials in a neotropical savanna. Acta Botanica Brasicila. 519-525.",-0.0410435766173284,0.0471873852127827
"185","Phoradendron","crassifolium","Phoradendron crassifolium","non-flying mammal other than primate","Santalaceae","Didelphis","albiventris","Didelphis albiventris","tropical","mainland","new world",2013,"Brazil","Not in GISD","Not in GISD",NA,"LC","no","yes","petri dish (or similar)","no","pos","mechanically cleaned","yes",0.401,430,0.45,335,NA,172,258,151,184,"Lessa, L (2013) Effects of gut passage on the germination of seeds ingested by didelphid marsupials in a neotropical savanna. Acta Botanica Brasicila. 519-525.",-0.207809187314103,0.0217472216456072
"185","Smilax","sp","Smilax sp","non-flying mammal other than primate","unknown","Didelphis","albiventris","Didelphis albiventris","tropical","mainland","new world",2013,"Brazil","Not in GISD","Not in GISD",NA,"LC","no","yes","petri dish (or similar)","no",NA,"mechanically cleaned","yes",0.047,121,0.057,207,NA,6,115,12,195,"Lessa, L (2013) Effects of gut passage on the germination of seeds ingested by didelphid marsupials in a neotropical savanna. Acta Botanica Brasicila. 519-525.",-0.165079750359448,0.263823857302118
"185","Clidemia","urceolata","Clidemia urceolata","non-flying mammal other than primate","unknown","Gracilinanus","agilis","Gracilinanus agilis","tropical","mainland","new world",2013,"Brazil","Not in GISD","Not in GISD",NA,"LC","no","yes","petri dish (or similar)","pos","no","mechanically cleaned","yes",0.736,230,0.371,800,NA,169,61,297,503,"Lessa, L (2013) Effects of gut passage on the germination of seeds ingested by didelphid marsupials in a neotropical savanna. Acta Botanica Brasicila. 519-525.",1.5458828820468,0.0276656773238443
"185","Clidemia","urceolata","Clidemia urceolata","non-flying mammal other than primate","unknown","Gracilinanus","microtarsus","Gracilinanus microtarsus","tropical","mainland","new world",2013,"Brazil","Not in GISD","Not in GISD",NA,"LC","no","yes","petri dish (or similar)","pos","no","mechanically cleaned","yes",0.701,153,0.371,800,NA,107,46,297,503,"Lessa, L (2013) Effects of gut passage on the germination of seeds ingested by didelphid marsupials in a neotropical savanna. Acta Botanica Brasicila. 519-525.",1.37104546926985,0.0364399997648859
"185","Miconia","holosericea","Miconia holosericea","non-flying mammal other than primate","unknown","Gracilinanus","agilis","Gracilinanus agilis","tropical","mainland","new world",2013,"Brazil","Not in GISD","Not in GISD",NA,"LC","no","yes","petri dish (or similar)","no","no","mechanically cleaned","yes",0.4496,133,0.331,500,NA,60,73,166,334,"Lessa, L (2013) Effects of gut passage on the germination of seeds ingested by didelphid marsupials in a neotropical savanna. Acta Botanica Brasicila. 519-525.",0.503038325693866,0.039383405165243
"185","Miconia","holosericea","Miconia holosericea","non-flying mammal other than primate","unknown","Gracilinanus","microtarsus","Gracilinanus microtarsus","tropical","mainland","new world",2013,"Brazil","Not in GISD","Not in GISD",NA,"LC","no","yes","petri dish (or similar)","no","no","mechanically cleaned","yes",0.466,210,0.331,500,NA,98,112,166,334,"Lessa, L (2013) Effects of gut passage on the germination of seeds ingested by didelphid marsupials in a neotropical savanna. Acta Botanica Brasicila. 519-525.",0.565621811995634,0.0281507614228146
"185","Psychotria","capitata","Psychotria capitata","non-flying mammal other than primate","unknown","Gracilinanus","agilis","Gracilinanus agilis","tropical","mainland","new world",2013,"Brazil","Not in GISD","Not in GISD",NA,"LC","no","yes","petri dish (or similar)","no","no","mechanically cleaned","yes",0.423,30,0.401,127,NA,13,17,51,76,"Lessa, L (2013) Effects of gut passage on the germination of seeds ingested by didelphid marsupials in a neotropical savanna. Acta Botanica Brasicila. 519-525.",0.130643720967326,0.168512344208939
"185","Phoradendron","crassifolium","Phoradendron crassifolium","non-flying mammal other than primate","Santalaceae","Gracilinanus","agilis","Gracilinanus agilis","tropical","mainland","new world",2013,"Brazil","Not in GISD","Not in GISD",NA,"LC","no","yes","petri dish (or similar)","no","pos","mechanically cleaned","yes",0.445,87,0.45,335,NA,39,48,151,184,"Lessa, L (2013) Effects of gut passage on the germination of seeds ingested by didelphid marsupials in a neotropical savanna. Acta Botanica Brasicila. 519-525.",-0.00998344398418319,0.058531658139346
"185","Phoradendron","crassifolium","Phoradendron crassifolium","non-flying mammal other than primate","Santalaceae","Gracilinanus","microtarsus","Gracilinanus microtarsus","tropical","mainland","new world",2013,"Brazil","Not in GISD","Not in GISD",NA,"LC","no","yes","petri dish (or similar)","no","pos","mechanically cleaned","yes",0.431,53,0.45,335,NA,23,30,151,184,"Lessa, L (2013) Effects of gut passage on the germination of seeds ingested by didelphid marsupials in a neotropical savanna. Acta Botanica Brasicila. 519-525.",-0.0680472449389443,0.0888688933678856
"185","Clidemia","urceolata","Clidemia urceolata","non-flying mammal other than primate","unknown","Marmosa","paraguayana","Marmosa paraguayana","tropical","mainland","new world",2013,"Brazil","Not in GISD","Not in GISD",NA,NA,"no","yes","petri dish (or similar)","pos","no","mechanically cleaned","yes",0.66,200,0.371,800,NA,132,68,297,503,"Lessa, L (2013) Effects of gut passage on the germination of seeds ingested by didelphid marsupials in a neotropical savanna. Acta Botanica Brasicila. 519-525.",1.1901522487073,0.0276367148662787
"185","Miconia","holosericea","Miconia holosericea","non-flying mammal other than primate","unknown","Marmosa","paraguayana","Marmosa paraguayana","tropical","mainland","new world",2013,"Brazil","Not in GISD","Not in GISD",NA,NA,"no","yes","petri dish (or similar)","no","no","mechanically cleaned","yes",0.411,230,0.331,500,NA,95,135,166,334,"Lessa, L (2013) Effects of gut passage on the germination of seeds ingested by didelphid marsupials in a neotropical savanna. Acta Botanica Brasicila. 519-525.",0.347755317782269,0.0269518315584712
