"numid","plant.genus","plant.species","plant.spp","frug.taxon","family","frug.genus","frug.species","frug.spp","lat_region","mainisland","old_new_world","year","country","plant.invasive","frug.invasive","plant.iucn.category","frug.iucn.category","feedtrial","germtrial","planting.location","germ.effect","rate.effect","compare.against","fleshy","gut.portion","n.gut","control.portion","n.control","maybe.regurg","ai","bi","ci","di","citation","yi","vi"
"370","Cinnamomum","camphora","Cinnamomum camphora","bird","Lauraceae","Psilopogon","nuchalis","Psilopogon nuchalis","tropical","island","old world",2014,"Taiwan","Invasive","Not in GISD",NA,"LC","yes","yes","petri dish (or similar)",NA,"no","mechanically cleaned","yes",0.26,100,0.29,100,NA,26,74,29,71,"NA (2014) Effects of fruit ingestion by Taiwan Barbet (Megalaima nuchalis) on seed germination of four native tree species in Taiwan. Taiwan Journal of Forest Science. 29.",-0.150584508127846,0.100542317637995
"371","Ampelocera","hottlei","Ampelocera hottlei","primate","Ulmaceae","Alouatta","pigra","Alouatta pigra","tropical","mainland","new world",2014,"Mexico","Not in GISD","Not in GISD",NA,"EN","no","yes","greenhouse/nursery soil",NA,"pos","mechanically cleaned","yes",0.8,110,0.35,110,"no",88,22,38,72,"NA (2014) Seed source, seed traits, and frugivore habits: Implications for dispersal quality of two sympatric primates. American Journal of Botany. 101.",2.02537432040956,0.0970228601807549
"371","Ampelocera","hottlei","Ampelocera hottlei","primate","Ulmaceae","Alouatta","pigra","Alouatta pigra","tropical","mainland","new world",2014,"Mexico","Not in GISD","Not in GISD",NA,"EN","no","yes","greenhouse/nursery soil",NA,"pos","mechanically cleaned","yes",0.8,110,0.5,110,"no",88,22,55,55,"NA (2014) Seed source, seed traits, and frugivore habits: Implications for dispersal quality of two sympatric primates. American Journal of Botany. 101.",1.38629436111989,0.0931818181818182
"371","Brosimum","lactescens","Brosimum lactescens","primate","Moraceae","Alouatta","pigra","Alouatta pigra","tropical","mainland","new world",2014,"Mexico","Not in GISD","Not in GISD",NA,"EN","no","yes","greenhouse/nursery soil",NA,"pos","mechanically cleaned","yes",0.97,110,0.63,110,"no",107,3,69,41,"NA (2014) Seed source, seed traits, and frugivore habits: Implications for dispersal quality of two sympatric primates. American Journal of Botany. 101.",3.05368210790085,0.381562125251484
"371","Brosimum","lactescens","Brosimum lactescens","primate","Moraceae","Alouatta","pigra","Alouatta pigra","tropical","mainland","new world",2014,"Mexico","Not in GISD","Not in GISD",NA,"EN","no","yes","greenhouse/nursery soil",NA,"pos","mechanically cleaned","yes",0.97,110,0.78,110,"no",107,3,86,24,"NA (2014) Seed source, seed traits, and frugivore habits: Implications for dispersal quality of two sympatric primates. American Journal of Botany. 101.",2.29792307988824,0.395973701369268
"371","Dialium","guianense","Dialium guianense","primate","unknown","Alouatta","pigra","Alouatta pigra","tropical","mainland","new world",2014,"Mexico","Not in GISD","Not in GISD",NA,"EN","no","yes","greenhouse/nursery soil",NA,"pos","mechanically cleaned","yes",0.51,110,0.14,110,"no",56,54,15,95,"NA (2014) Seed source, seed traits, and frugivore habits: Implications for dispersal quality of two sympatric primates. American Journal of Botany. 101.",1.88219433466921,0.113568643831802
"371","Dialium","guianense","Dialium guianense","primate","unknown","Alouatta","pigra","Alouatta pigra","tropical","mainland","new world",2014,"Mexico","Not in GISD","Not in GISD",NA,"EN","no","yes","greenhouse/nursery soil",NA,"pos","mechanically cleaned","yes",0.51,110,0.14,110,"no",56,54,15,95,"NA (2014) Seed source, seed traits, and frugivore habits: Implications for dispersal quality of two sympatric primates. American Journal of Botany. 101.",1.88219433466921,0.113568643831802
"371","Spondias","mombin","Spondias mombin","primate","unknown","Alouatta","pigra","Alouatta pigra","tropical","mainland","new world",2014,"Mexico","Not in GISD","Not in GISD",NA,"EN","no","yes","greenhouse/nursery soil",NA,"pos","mechanically cleaned","yes",0.034,110,0.017,110,"no",4,106,2,108,"NA (2014) Seed source, seed traits, and frugivore habits: Implications for dispersal quality of two sympatric primates. American Journal of Botany. 101.",0.711839313572098,0.76869322152341
"371","Spondias","mombin","Spondias mombin","primate","unknown","Alouatta","pigra","Alouatta pigra","tropical","mainland","new world",2014,"Mexico","Not in GISD","Not in GISD",NA,"EN","no","yes","greenhouse/nursery soil",NA,"pos","mechanically cleaned","yes",0.034,110,0.017,110,"no",4,106,2,108,"NA (2014) Seed source, seed traits, and frugivore habits: Implications for dispersal quality of two sympatric primates. American Journal of Botany. 101.",0.711839313572098,0.76869322152341
"371","Spondias","radlkoferi","Spondias radlkoferi","primate","unknown","Alouatta","pigra","Alouatta pigra","tropical","mainland","new world",2014,"Mexico","Not in GISD","Not in GISD",NA,"EN","no","yes","greenhouse/nursery soil",NA,"pos","mechanically cleaned","yes",0.1,110,0.066,110,"no",11,99,7,103,"NA (2014) Seed source, seed traits, and frugivore habits: Implications for dispersal quality of two sympatric primates. American Journal of Botany. 101.",0.491594261838104,0.253575981731322
"371","Spondias","radlkoferi","Spondias radlkoferi","primate","unknown","Alouatta","pigra","Alouatta pigra","tropical","mainland","new world",2014,"Mexico","Not in GISD","Not in GISD",NA,"EN","no","yes","greenhouse/nursery soil",NA,"pos","mechanically cleaned","yes",0.1,110,0.054,110,"no",11,99,6,104,"NA (2014) Seed source, seed traits, and frugivore habits: Implications for dispersal quality of two sympatric primates. American Journal of Botany. 101.",0.655406852577098,0.277292152292152
"371","Ampelocera","hottlei","Ampelocera hottlei","primate","Ulmaceae","Ateles","geoffroyi","Ateles geoffroyi","tropical","mainland","new world",2014,"Mexico","Not in GISD","Not in GISD",NA,"EN","no","yes","greenhouse/nursery soil",NA,"no","mechanically cleaned","yes",0.55,110,0.35,110,"no",61,49,38,72,"NA (2014) Seed source, seed traits, and frugivore habits: Implications for dispersal quality of two sympatric primates. American Journal of Botany. 101.",0.858133525352354,0.07700628425083
"371","Ampelocera","hottlei","Ampelocera hottlei","primate","Ulmaceae","Ateles","geoffroyi","Ateles geoffroyi","tropical","mainland","new world",2014,"Mexico","Not in GISD","Not in GISD",NA,"EN","no","yes","greenhouse/nursery soil",NA,"neg","mechanically cleaned","yes",0.55,110,0.5,110,"no",61,49,55,55,"NA (2014) Seed source, seed traits, and frugivore habits: Implications for dispersal quality of two sympatric primates. American Journal of Botany. 101.",0.219053566062685,0.0731652422518933
"371","Brosimum","lactescens","Brosimum lactescens","primate","Moraceae","Ateles","geoffroyi","Ateles geoffroyi","tropical","mainland","new world",2014,"Mexico","Not in GISD","Not in GISD",NA,"EN","no","yes","greenhouse/nursery soil",NA,"no","mechanically cleaned","yes",0.78,110,0.63,110,"no",86,24,69,41,"NA (2014) Seed source, seed traits, and frugivore habits: Implications for dispersal quality of two sympatric primates. American Journal of Botany. 101.",0.75575902801261,0.0921775711690383
"371","Brosimum","lactescens","Brosimum lactescens","primate","Moraceae","Ateles","geoffroyi","Ateles geoffroyi","tropical","mainland","new world",2014,"Mexico","Not in GISD","Not in GISD",NA,"EN","no","yes","greenhouse/nursery soil",NA,"neg","mechanically cleaned","yes",0.78,110,0.78,110,"no",86,24,86,24,"NA (2014) Seed source, seed traits, and frugivore habits: Implications for dispersal quality of two sympatric primates. American Journal of Botany. 101.",0,0.106589147286822
"371","Dialium","guianense","Dialium guianense","primate","unknown","Ateles","geoffroyi","Ateles geoffroyi","tropical","mainland","new world",2014,"Mexico","Not in GISD","Not in GISD",NA,"EN","no","yes","greenhouse/nursery soil",NA,"pos","mechanically cleaned","yes",0.29,110,0.14,110,"no",32,78,15,95,"NA (2014) Seed source, seed traits, and frugivore habits: Implications for dispersal quality of two sympatric primates. American Journal of Botany. 101.",0.954853766608466,0.121263495276653
"371","Dialium","guianense","Dialium guianense","primate","unknown","Ateles","geoffroyi","Ateles geoffroyi","tropical","mainland","new world",2014,"Mexico","Not in GISD","Not in GISD",NA,"EN","no","yes","greenhouse/nursery soil",NA,"pos","mechanically cleaned","yes",0.29,110,0.14,110,"no",32,78,15,95,"NA (2014) Seed source, seed traits, and frugivore habits: Implications for dispersal quality of two sympatric primates. American Journal of Botany. 101.",0.954853766608466,0.121263495276653
"371","Spondias","mombin","Spondias mombin","primate","unknown","Ateles","geoffroyi","Ateles geoffroyi","tropical","mainland","new world",2014,"Mexico","Not in GISD","Not in GISD",NA,"EN","no","yes","greenhouse/nursery soil",NA,"no","mechanically cleaned","yes",0.027,110,0.017,110,"no",3,107,2,108,"NA (2014) Seed source, seed traits, and frugivore habits: Implications for dispersal quality of two sympatric primates. American Journal of Botany. 101.",0.414767500770478,0.851938386985116
"371","Spondias","mombin","Spondias mombin","primate","unknown","Ateles","geoffroyi","Ateles geoffroyi","tropical","mainland","new world",2014,"Mexico","Not in GISD","Not in GISD",NA,"EN","no","yes","greenhouse/nursery soil",NA,"no","mechanically cleaned","yes",0.027,110,0.017,110,"no",3,107,2,108,"NA (2014) Seed source, seed traits, and frugivore habits: Implications for dispersal quality of two sympatric primates. American Journal of Botany. 101.",0.414767500770478,0.851938386985116
"371","Spondias","radlkoferi","Spondias radlkoferi","primate","unknown","Ateles","geoffroyi","Ateles geoffroyi","tropical","mainland","new world",2014,"Mexico","Not in GISD","Not in GISD",NA,"EN","no","yes","greenhouse/nursery soil",NA,"no","mechanically cleaned","yes",0.075,110,0.066,110,"no",8,102,7,103,"NA (2014) Seed source, seed traits, and frugivore habits: Implications for dispersal quality of two sympatric primates. American Journal of Botany. 101.",0.143287567569887,0.287369802289848
"371","Spondias","radlkoferi","Spondias radlkoferi","primate","unknown","Ateles","geoffroyi","Ateles geoffroyi","tropical","mainland","new world",2014,"Mexico","Not in GISD","Not in GISD",NA,"EN","no","yes","greenhouse/nursery soil",NA,"no","mechanically cleaned","yes",0.075,110,0.054,110,"no",8,102,6,104,"NA (2014) Seed source, seed traits, and frugivore habits: Implications for dispersal quality of two sympatric primates. American Journal of Botany. 101.",0.307100158308882,0.311085972850679
"372","Euryodendron","excelsum","Euryodendron excelsum","bird","Theaceae","Aves","spp","Aves spp","tropical","mainland","old world",2015,"China","Not in GISD","Not in GISD","CR",NA,"no","yes","petri dish (or similar)",NA,NA,"whole fruit","yes",0.37,100,0.89,100,"no",37,63,89,11,"NA (2015) Does the passage of seeds through frugivore gut affect their storage: A case study on the endangered plant Euryodendron excelsum. Scientific Reports. 5.",-2.62295791068108,0.145045088865314
"372","Euryodendron","excelsum","Euryodendron excelsum","bird","Theaceae","Aves","spp","Aves spp","tropical","mainland","old world",2015,"China","Not in GISD","Not in GISD","CR",NA,"no","yes","petri dish (or similar)",NA,NA,"whole fruit","yes",0.54,100,0.89,100,"no",54,46,89,11,"NA (2015) Does the passage of seeds through frugivore gut affect their storage: A case study on the endangered plant Euryodendron excelsum. Scientific Reports. 5.",-1.93039844685859,0.142402694918572
"372","Euryodendron","excelsum","Euryodendron excelsum","bird","Theaceae","Aves","spp","Aves spp","tropical","mainland","old world",2015,"China","Not in GISD","Not in GISD","CR",NA,"no","yes","petri dish (or similar)",NA,NA,"mechanically cleaned","yes",0.37,100,0.48,100,"no",37,63,48,52,"NA (2015) Does the passage of seeds through frugivore gut affect their storage: A case study on the endangered plant Euryodendron excelsum. Scientific Reports. 5.",-0.452174106073772,0.0829641454641455
"372","Euryodendron","excelsum","Euryodendron excelsum","bird","Theaceae","Aves","spp","Aves spp","tropical","mainland","old world",2015,"China","Not in GISD","Not in GISD","CR",NA,"no","yes","petri dish (or similar)",NA,NA,"mechanically cleaned","yes",0.54,100,0.48,100,"no",54,46,48,52,"NA (2015) Does the passage of seeds through frugivore gut affect their storage: A case study on the endangered plant Euryodendron excelsum. Scientific Reports. 5.",0.240385357748716,0.0803217515174037
"372","Euryodendron","excelsum","Euryodendron excelsum","bird","Theaceae","Aves","spp","Aves spp","tropical","mainland","old world",2015,"China","Not in GISD","Not in GISD","CR",NA,"no","yes","petri dish (or similar)",NA,NA,"whole fruit","yes",0.57,100,0.58,100,"no",57,43,58,42,"NA (2015) Does the passage of seeds through frugivore gut affect their storage: A case study on the endangered plant Euryodendron excelsum. Scientific Reports. 5.",-0.0409222401220634,0.0818505767224798
"372","Euryodendron","excelsum","Euryodendron excelsum","bird","Theaceae","Aves","spp","Aves spp","tropical","mainland","old world",2015,"China","Not in GISD","Not in GISD","CR",NA,"no","yes","petri dish (or similar)",NA,NA,"whole fruit","yes",0.67,100,0.58,100,"no",67,33,58,42,"NA (2015) Does the passage of seeds through frugivore gut affect their storage: A case study on the endangered plant Euryodendron excelsum. Scientific Reports. 5.",0.385411665661435,0.0862793065572273
"372","Euryodendron","excelsum","Euryodendron excelsum","bird","Theaceae","Aves","spp","Aves spp","tropical","mainland","old world",2015,"China","Not in GISD","Not in GISD","CR",NA,"no","yes","petri dish (or similar)",NA,NA,"mechanically cleaned","yes",0.57,100,0.58,100,"no",57,43,58,42,"NA (2015) Does the passage of seeds through frugivore gut affect their storage: A case study on the endangered plant Euryodendron excelsum. Scientific Reports. 5.",-0.0409222401220634,0.0818505767224798
"372","Euryodendron","excelsum","Euryodendron excelsum","bird","Theaceae","Aves","spp","Aves spp","tropical","mainland","old world",2015,"China","Not in GISD","Not in GISD","CR",NA,"no","yes","petri dish (or similar)",NA,NA,"mechanically cleaned","yes",0.67,100,0.58,100,"no",67,33,58,42,"NA (2015) Does the passage of seeds through frugivore gut affect their storage: A case study on the endangered plant Euryodendron excelsum. Scientific Reports. 5.",0.385411665661435,0.0862793065572273
"372","Euryodendron","excelsum","Euryodendron excelsum","bird","Theaceae","Aves","spp","Aves spp","tropical","mainland","old world",2015,"China","Not in GISD","Not in GISD","CR",NA,"no","yes","petri dish (or similar)",NA,NA,"whole fruit","yes",0.69,100,0.88,100,"no",69,31,88,12,"NA (2015) Does the passage of seeds through frugivore gut affect their storage: A case study on the endangered plant Euryodendron excelsum. Scientific Reports. 5.",-1.19231086457809,0.141447787836287
"372","Euryodendron","excelsum","Euryodendron excelsum","bird","Theaceae","Aves","spp","Aves spp","tropical","mainland","old world",2015,"China","Not in GISD","Not in GISD","CR",NA,"no","yes","petri dish (or similar)",NA,NA,"whole fruit","yes",0.78,100,0.88,100,"no",78,22,88,12,"NA (2015) Does the passage of seeds through frugivore gut affect their storage: A case study on the endangered plant Euryodendron excelsum. Scientific Reports. 5.",-0.72676379135893,0.152972027972028
"372","Euryodendron","excelsum","Euryodendron excelsum","bird","Theaceae","Aves","spp","Aves spp","tropical","mainland","old world",2015,"China","Not in GISD","Not in GISD","CR",NA,"no","yes","petri dish (or similar)",NA,NA,"mechanically cleaned","yes",0.69,100,0.8,100,"no",69,31,80,20,"NA (2015) Does the passage of seeds through frugivore gut affect their storage: A case study on the endangered plant Euryodendron excelsum. Scientific Reports. 5.",-0.586175061007778,0.109250818139317
"372","Euryodendron","excelsum","Euryodendron excelsum","bird","Theaceae","Aves","spp","Aves spp","tropical","mainland","old world",2015,"China","Not in GISD","Not in GISD","CR",NA,"no","yes","petri dish (or similar)",NA,NA,"mechanically cleaned","yes",0.78,100,0.8,100,"no",78,22,80,20,"NA (2015) Does the passage of seeds through frugivore gut affect their storage: A case study on the endangered plant Euryodendron excelsum. Scientific Reports. 5.",-0.120627987788615,0.120775058275058
"372","Euryodendron","excelsum","Euryodendron excelsum","bird","Theaceae","Aves","spp","Aves spp","tropical","mainland","old world",2015,"China","Not in GISD","Not in GISD","CR",NA,"no","yes","petri dish (or similar)",NA,NA,"whole fruit","yes",0.61,100,0.8,100,"no",61,39,80,20,"NA (2015) Does the passage of seeds through frugivore gut affect their storage: A case study on the endangered plant Euryodendron excelsum. Scientific Reports. 5.",-0.938982143076226,0.104534468263976
"372","Euryodendron","excelsum","Euryodendron excelsum","bird","Theaceae","Aves","spp","Aves spp","tropical","mainland","old world",2015,"China","Not in GISD","Not in GISD","CR",NA,"no","yes","petri dish (or similar)",NA,NA,"whole fruit","yes",0.68,100,0.8,100,"no",68,32,80,20,"NA (2015) Does the passage of seeds through frugivore gut affect their storage: A case study on the endangered plant Euryodendron excelsum. Scientific Reports. 5.",-0.63252255874351,0.108455882352941
"372","Euryodendron","excelsum","Euryodendron excelsum","bird","Theaceae","Aves","spp","Aves spp","tropical","mainland","old world",2015,"China","Not in GISD","Not in GISD","CR",NA,"no","yes","petri dish (or similar)",NA,NA,"mechanically cleaned","yes",0.61,100,0.65,100,"no",61,39,65,35,"NA (2015) Does the passage of seeds through frugivore gut affect their storage: A case study on the endangered plant Euryodendron excelsum. Scientific Reports. 5.",-0.171726990362559,0.0859905122200204
"372","Euryodendron","excelsum","Euryodendron excelsum","bird","Theaceae","Aves","spp","Aves spp","tropical","mainland","old world",2015,"China","Not in GISD","Not in GISD","CR",NA,"no","yes","petri dish (or similar)",NA,NA,"mechanically cleaned","yes",0.68,100,0.65,100,"no",68,32,65,35,"NA (2015) Does the passage of seeds through frugivore gut affect their storage: A case study on the endangered plant Euryodendron excelsum. Scientific Reports. 5.",0.134732593970157,0.0899119263089851
"372","Euryodendron","excelsum","Euryodendron excelsum","bird","Theaceae","Aves","spp","Aves spp","tropical","mainland","old world",2015,"China","Not in GISD","Not in GISD","CR",NA,"no","yes","petri dish (or similar)",NA,NA,"whole fruit","yes",0.8,100,0.85,100,"no",80,20,85,15,"NA (2015) Does the passage of seeds through frugivore gut affect their storage: A case study on the endangered plant Euryodendron excelsum. Scientific Reports. 5.",-0.348306694268216,0.14093137254902
"372","Euryodendron","excelsum","Euryodendron excelsum","bird","Theaceae","Aves","spp","Aves spp","tropical","mainland","old world",2015,"China","Not in GISD","Not in GISD","CR",NA,"no","yes","petri dish (or similar)",NA,NA,"whole fruit","yes",0.69,100,0.85,100,"no",69,31,85,15,"NA (2015) Does the passage of seeds through frugivore gut affect their storage: A case study on the endangered plant Euryodendron excelsum. Scientific Reports. 5.",-0.934481755275994,0.125182190688337
"372","Euryodendron","excelsum","Euryodendron excelsum","bird","Theaceae","Aves","spp","Aves spp","tropical","mainland","old world",2015,"China","Not in GISD","Not in GISD","CR",NA,"no","yes","petri dish (or similar)",NA,NA,"mechanically cleaned","yes",0.8,100,0.77,100,"no",80,20,77,23,"NA (2015) Does the passage of seeds through frugivore gut affect their storage: A case study on the endangered plant Euryodendron excelsum. Scientific Reports. 5.",0.177983155195357,0.118965273856578
"372","Euryodendron","excelsum","Euryodendron excelsum","bird","Theaceae","Aves","spp","Aves spp","tropical","mainland","old world",2015,"China","Not in GISD","Not in GISD","CR",NA,"no","yes","petri dish (or similar)",NA,NA,"mechanically cleaned","yes",0.69,100,0.77,100,"no",69,31,77,23,"NA (2015) Does the passage of seeds through frugivore gut affect their storage: A case study on the endangered plant Euryodendron excelsum. Scientific Reports. 5.",-0.408191905812421,0.103216091995896
"372","Euryodendron","excelsum","Euryodendron excelsum","bird","Theaceae","Aves","spp","Aves spp","tropical","mainland","old world",2015,"China","Not in GISD","Not in GISD","CR",NA,"no","yes","petri dish (or similar)",NA,NA,"whole fruit","yes",0.66,100,0.64,100,"no",66,34,64,36,"NA (2015) Does the passage of seeds through frugivore gut affect their storage: A case study on the endangered plant Euryodendron excelsum. Scientific Reports. 5.",0.0879300725067024,0.0879660576351753
"372","Euryodendron","excelsum","Euryodendron excelsum","bird","Theaceae","Aves","spp","Aves spp","tropical","mainland","old world",2015,"China","Not in GISD","Not in GISD","CR",NA,"no","yes","petri dish (or similar)",NA,NA,"whole fruit","yes",0.64,100,0.64,100,"no",64,36,64,36,"NA (2015) Does the passage of seeds through frugivore gut affect their storage: A case study on the endangered plant Euryodendron excelsum. Scientific Reports. 5.",0,0.0868055555555556
"372","Euryodendron","excelsum","Euryodendron excelsum","bird","Theaceae","Aves","spp","Aves spp","tropical","mainland","old world",2015,"China","Not in GISD","Not in GISD","CR",NA,"no","yes","petri dish (or similar)",NA,NA,"mechanically cleaned","yes",0.66,100,0.67,100,"no",66,34,67,33,"NA (2015) Does the passage of seeds through frugivore gut affect their storage: A case study on the endangered plant Euryodendron excelsum. Scientific Reports. 5.",-0.0448908405142218,0.0897916832947562
"372","Euryodendron","excelsum","Euryodendron excelsum","bird","Theaceae","Aves","spp","Aves spp","tropical","mainland","old world",2015,"China","Not in GISD","Not in GISD","CR",NA,"no","yes","petri dish (or similar)",NA,NA,"mechanically cleaned","yes",0.64,100,0.67,100,"no",64,36,67,33,"NA (2015) Does the passage of seeds through frugivore gut affect their storage: A case study on the endangered plant Euryodendron excelsum. Scientific Reports. 5.",-0.132820913020924,0.0886311812151364
"374","Balanites","maughamii","Balanites maughamii","non-flying mammal other than primate","unknown","Loxodonta","africana","Loxodonta africana","subtropical","mainland","old world",2015,NA,"Not in GISD","Not in GISD",NA,"VU","no","yes","greenhouse/nursery soil",NA,NA,"mechanically cleaned","yes",0.78,50,0.03,68,"no",39,11,2,66,"NA (2015) Fruit and seed traits of the elephant-dispersed African savanna plant Balanites maughamii. Journal of Tropical Ecology. 31.",4.76217393479776,0.631701631701632
"382","Acacia","cyclops","Acacia cyclops","bird","unknown","Onychognathus","morio","Onychognathus morio","subtropical","mainland","old world",2015,"South Africa","Not in GISD","Not in GISD",NA,"LC","yes","yes","greenhouse/nursery soil",NA,NA,"whole fruit","yes",0.66,50,0.4,50,"no",33,17,20,30,"NA (2015) The potential for birds to disperse the seeds of Acacia cyclops, an invasive alien plant in South Africa. Ibis. 157.",1.06875932551843,0.172459893048128
"382","Acacia","cyclops","Acacia cyclops","bird","unknown","Onychognathus","morio","Onychognathus morio","subtropical","mainland","old world",2015,"South Africa","Not in GISD","Not in GISD",NA,"LC","yes","yes","greenhouse/nursery soil",NA,NA,"whole fruit","yes",0.6,50,0.4,50,"no",30,20,20,30,"NA (2015) The potential for birds to disperse the seeds of Acacia cyclops, an invasive alien plant in South Africa. Ibis. 157.",0.810930216216329,0.166666666666667
"382","Acacia","cyclops","Acacia cyclops","bird","unknown","Onychognathus","morio","Onychognathus morio","subtropical","mainland","old world",2015,"South Africa","Not in GISD","Not in GISD",NA,"LC","yes","yes","greenhouse/nursery soil",NA,NA,"whole fruit","yes",0.54,50,0.4,50,"yes",27,23,20,30,"NA (2015) The potential for birds to disperse the seeds of Acacia cyclops, an invasive alien plant in South Africa. Ibis. 157.",0.565807758183344,0.163848631239936
"382","Acacia","cyclops","Acacia cyclops","bird","unknown","Spilopelia","senegalensis","Spilopelia senegalensis","subtropical","mainland","old world",2015,"South Africa","Not in GISD","Not in GISD",NA,"LC","yes","yes","greenhouse/nursery soil",NA,NA,"whole fruit","yes",0.49,50,0.4,50,"no",24,26,20,30,"NA (2015) The potential for birds to disperse the seeds of Acacia cyclops, an invasive alien plant in South Africa. Ibis. 157.",0.325422400434628,0.163461538461538
"382","Acacia","cyclops","Acacia cyclops","bird","unknown","Streptopelia","semitorquata","Streptopelia semitorquata","subtropical","mainland","old world",2015,"South Africa","Not in GISD","Not in GISD",NA,"LC","yes","yes","greenhouse/nursery soil",NA,NA,"whole fruit","yes",0.64,50,0.4,50,"no",32,18,20,30,"NA (2015) The potential for birds to disperse the seeds of Acacia cyclops, an invasive alien plant in South Africa. Ibis. 157.",0.980829253011726,0.170138888888889
"382","Acacia","cyclops","Acacia cyclops","bird","unknown","Tauraco","corythaix","Tauraco corythaix","subtropical","mainland","old world",2015,"South Africa","Not in GISD","Not in GISD",NA,"LC","yes","yes","greenhouse/nursery soil",NA,NA,"whole fruit","yes",0.64,50,0.4,50,"no",32,18,20,30,"NA (2015) The potential for birds to disperse the seeds of Acacia cyclops, an invasive alien plant in South Africa. Ibis. 157.",0.980829253011726,0.170138888888889
"382","Acacia","cyclops","Acacia cyclops","bird","unknown","Tauraco","corythaix","Tauraco corythaix","subtropical","mainland","old world",2015,"South Africa","Not in GISD","Not in GISD",NA,"LC","yes","yes","greenhouse/nursery soil",NA,NA,"whole fruit","yes",0.58,50,0.4,50,"yes",29,21,20,30,"NA (2015) The potential for birds to disperse the seeds of Acacia cyclops, an invasive alien plant in South Africa. Ibis. 157.",0.728238500371215,0.165435139573071
"385","Morus","alba","Morus alba","non-flying mammal other than primate","unknown","Callosciurus","erythraeus","Callosciurus erythraeus","temperate","mainland","new world",2016,"Argentina","Invasive","Not in GISD",NA,"LC","no","yes","petri dish (or similar)",NA,NA,"mechanically cleaned","yes",0.67,209,0.98,209,"no",140,69,205,4,"NA (2016) Asiatic Callosciurus squirrels as seed dispersers of exotic plants in the Pampas. Current Zoology. 62.",-3.22917970000647,0.276513659546533
"385","Schinus","molle","Schinus molle","non-flying mammal other than primate","unknown","Callosciurus","erythraeus","Callosciurus erythraeus","temperate","mainland","new world",2016,"Argentina","Not in GISD","Not in GISD",NA,"LC","no","yes","petri dish (or similar)",NA,NA,"mechanically cleaned","yes",0,7,0,7,"no",0,7,0,7,"NA (2016) Asiatic Callosciurus squirrels as seed dispersers of exotic plants in the Pampas. Current Zoology. 62.",0,4.26666666666667
"385","Pyracantha","sp","Pyracantha sp","non-flying mammal other than primate","unknown","Callosciurus","erythraeus","Callosciurus erythraeus","temperate","mainland","new world",2016,"Argentina","Not in GISD","Not in GISD",NA,"LC","no","yes","petri dish (or similar)",NA,NA,"mechanically cleaned","yes",0,1,0,1,"no",0,1,0,1,"NA (2016) Asiatic Callosciurus squirrels as seed dispersers of exotic plants in the Pampas. Current Zoology. 62.",0,5.33333333333333
"388","Canarium","madagascariense","Canarium madagascariense","primate","unknown","Eulemur","sanfordi","Eulemur sanfordi","tropical","island","old world",2016,"Madacascar","Not in GISD","Not in GISD",NA,"EN","no","yes","field soil",NA,"pos","mechanically cleaned","yes",1,20,0.35,20,"no",20,0,7,13,"NA (2016) Diet and effects of Sanford’s brown lemur (Eulemur sanfordi, Archbold 1932) gut-passage on the germination of plant species in Amber forest, Madagascar. Zoological Studies. 55.",4.30135873160643,2.25618789521229
"388","Chrysophyllum","boivinianum","Chrysophyllum boivinianum","primate","unknown","Eulemur","sanfordi","Eulemur sanfordi","tropical","island","old world",2016,"Madacascar","Not in GISD","Not in GISD",NA,"EN","no","yes","field soil",NA,"pos","mechanically cleaned","yes",0.8,20,0.25,20,"no",16,4,5,15,"NA (2016) Diet and effects of Sanford’s brown lemur (Eulemur sanfordi, Archbold 1932) gut-passage on the germination of plant species in Amber forest, Madagascar. Zoological Studies. 55.",2.484906649788,0.579166666666667
"388","Ravensara","areolata","Ravensara areolata","primate","Lauraceae","Eulemur","sanfordi","Eulemur sanfordi","tropical","island","old world",2016,"Madacascar","Not in GISD","Not in GISD",NA,"EN","no","yes","field soil",NA,"pos","mechanically cleaned","yes",0.65,20,0.4,20,"no",13,7,8,12,"NA (2016) Diet and effects of Sanford’s brown lemur (Eulemur sanfordi, Archbold 1932) gut-passage on the germination of plant species in Amber forest, Madagascar. Zoological Studies. 55.",1.02450431651439,0.428113553113553
"388","Dichapetalum","bojeri","Dichapetalum bojeri","primate","unknown","Eulemur","sanfordi","Eulemur sanfordi","tropical","island","old world",2016,"Madacascar","Not in GISD","Not in GISD",NA,"EN","no","yes","field soil",NA,"pos","mechanically cleaned","yes",0.85,20,0.65,20,"no",17,3,13,7,"NA (2016) Diet and effects of Sanford’s brown lemur (Eulemur sanfordi, Archbold 1932) gut-passage on the germination of plant species in Amber forest, Madagascar. Zoological Studies. 55.",1.11556184698188,0.611937082525318
"388","Eugenia","lokohensis","Eugenia lokohensis","primate","unknown","Eulemur","sanfordi","Eulemur sanfordi","tropical","island","old world",2016,"Madacascar","Not in GISD","Not in GISD",NA,"EN","no","yes","field soil",NA,"no","mechanically cleaned","yes",0.65,20,0.1,20,"no",13,7,2,18,"NA (2016) Diet and effects of Sanford’s brown lemur (Eulemur sanfordi, Archbold 1932) gut-passage on the germination of plant species in Amber forest, Madagascar. Zoological Studies. 55.",2.81626378574244,0.775335775335775
